,nop,TS val 3493888791 ecr 2825817824], length 256
19:05:10.671692 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2528512:2528768, ack 1, win 502, options [nop,nop,TS val 3493888791 ecr 2825817824], length 256
19:05:10.784940 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2590640:2590896, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.784996 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2590896:2591152, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785030 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2589968, win 181, options [nop,nop,TS val 2825817939 ecr 3493888903], length 0
19:05:10.785106 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2591152:2591568, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 416
19:05:10.785164 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2591568:2591824, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785208 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2591824:2592080, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785253 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2592080:2592336, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785272 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2591568, win 169, options [nop,nop,TS val 2825817939 ecr 3493888904], length 0
19:05:10.785333 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2592336:2592752, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 416
19:05:10.785374 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2592752:2593008, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785431 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593008:2593264, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785477 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593264:2593520, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785517 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593520:2593776, ack 1, win 502, options [nop,nop,TS val 3493888904 ecr 2825817939], length 256
19:05:10.785602 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593776:2594032, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817939], length 256
19:05:10.785649 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594032:2594288, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817939], length 256
19:05:10.785714 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594288:2594544, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817939], length 256
19:05:10.785758 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594544:2594800, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817939], length 256
19:05:10.785796 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2594032, win 150, options [nop,nop,TS val 2825817940 ecr 3493888904], length 0
19:05:10.785849 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594800:2595216, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 416
19:05:10.785909 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595216:2595472, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.785966 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595472:2595728, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786005 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595728:2595984, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786045 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595984:2596240, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786085 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2596240:2596496, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786124 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2596496:2596752, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786163 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2596752:2597008, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786203 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597008:2597264, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786243 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597264:2597520, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786282 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597520:2597776, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786331 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597776:2598032, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786397 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598032:2598288, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786441 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598288:2598544, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786496 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598544:2598800, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786543 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598800:2599056, ack 1, win 502, options [nop,nop,TS val 3493888905 ecr 2825817940], length 256
19:05:10.786582 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599056:2599312, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817940], length 256
19:05:10.786621 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599312:2599568, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817940], length 256
19:05:10.786661 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599568:2599824, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817940], length 256
19:05:10.786724 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2595728, win 137, options [nop,nop,TS val 2825817941 ecr 3493888905], length 0
19:05:10.786735 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599824:2600080, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.786755 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2598800, win 113, options [nop,nop,TS val 2825817941 ecr 3493888905], length 0
19:05:10.786835 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2600080:2600672, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 592
19:05:10.786897 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2600672:2600928, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.786945 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2600928:2601184, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.786987 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601184:2601440, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.787006 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2600672, win 99, options [nop,nop,TS val 2825817941 ecr 3493888905], length 0
19:05:10.787047 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601440:2601856, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 416
19:05:10.787113 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601856:2602112, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.787172 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602112:2602368, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.787234 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602368:2602624, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.787290 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602624:2602880, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817941], length 256
19:05:10.787477 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2602368, win 86, options [nop,nop,TS val 2825817942 ecr 3493888906], length 0
19:05:10.787551 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602880:2603296, ack 1, win 502, options [nop,nop,TS val 3493888906 ecr 2825817942], length 416
19:05:10.787614 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603296:2603552, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787661 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603552:2603808, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787700 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603808:2604064, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787741 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604064:2604320, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787780 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604320:2604576, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787826 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604576:2604832, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787864 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2604064, win 73, options [nop,nop,TS val 2825817942 ecr 3493888906], length 0
19:05:10.787903 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604832:2605248, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 416
19:05:10.787942 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2605248:2605504, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.787980 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2605504:2605760, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788019 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2605760:2606016, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788058 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606016:2606272, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788096 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606272:2606528, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788150 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2605760, win 60, options [nop,nop,TS val 2825817942 ecr 3493888907], length 0
19:05:10.788182 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606528:2606784, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788265 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606784:2607200, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 416
19:05:10.788321 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607200:2607456, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788376 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607456:2607712, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788430 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607712:2607968, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817942], length 256
19:05:10.788483 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2607456, win 47, options [nop,nop,TS val 2825817943 ecr 3493888907], length 0
19:05:10.788506 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607968:2608224, ack 1, win 502, options [nop,nop,TS val 3493888907 ecr 2825817943], length 256
19:05:10.788577 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608224:2608640, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 416
19:05:10.788690 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608640:2608896, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.788759 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608896:2609152, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.788817 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609152:2609408, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.788870 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609408:2609664, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.788924 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609664:2609920, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.788970 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2609152, win 34, options [nop,nop,TS val 2825817943 ecr 3493888907], length 0
19:05:10.789017 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609920:2610336, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 416
19:05:10.789076 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610336:2610592, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789132 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610592:2610848, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789191 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610848:2611104, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789245 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2611104:2611360, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789288 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2610848, win 21, options [nop,nop,TS val 2825817943 ecr 3493888908], length 0
19:05:10.789336 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2611360:2611776, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 416
19:05:10.789395 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2611776:2612032, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789448 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612032:2612288, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789502 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612288:2612544, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789558 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612544:2612800, ack 1, win 502, options [nop,nop,TS val 3493888908 ecr 2825817943], length 256
19:05:10.789610 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612800:2613056, ack 1, win 502, options [nop,nop,TS val 3493888909 ecr 2825817943], length 256
19:05:10.789665 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2612544, win 8, options [nop,nop,TS val 2825817944 ecr 3493888908], length 0
19:05:10.789736 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613056:2613472, ack 1, win 502, options [nop,nop,TS val 3493888909 ecr 2825817944], length 416
19:05:10.803130 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613056:2613472, ack 1, win 502, options [nop,nop,TS val 3493888922 ecr 2825817944], length 416
19:05:10.803459 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2613472, win 1, options [nop,nop,TS val 2825817958 ecr 3493888908,nop,nop,sack 1 {2613056:2613472}], length 0
19:05:10.845767 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2613472, win 268, options [nop,nop,TS val 2825818000 ecr 3493888908], length 0
19:05:10.845818 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613472:2614240, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 768
19:05:10.846015 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2614240:2614656, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 416
19:05:10.846072 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2614656:2614912, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846116 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2614912:2615168, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846160 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615168:2615424, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846206 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615424:2615680, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846249 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615680:2615936, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846276 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2615168, win 255, options [nop,nop,TS val 2825818000 ecr 3493888965], length 0
19:05:10.846319 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615936:2616352, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 416
19:05:10.846362 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2616352:2616608, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846403 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2616608:2616864, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846443 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2616864:2617120, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846485 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617120:2617376, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846527 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617376:2617632, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846569 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617632:2617888, ack 1, win 502, options [nop,nop,TS val 3493888965 ecr 2825818000], length 256
19:05:10.846604 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2617120, win 240, options [nop,nop,TS val 2825818001 ecr 3493888965], length 0
19:05:10.846624 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617888:2618144, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.846677 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618144:2618560, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 416
19:05:10.846718 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618560:2618816, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.846762 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618816:2619072, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.846803 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619072:2619328, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.846850 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619328:2619584, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.846894 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619584:2619840, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.846912 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2618816, win 227, options [nop,nop,TS val 2825818001 ecr 3493888965], length 0
19:05:10.846970 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619840:2620256, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 416
19:05:10.847029 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2620256:2620512, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847082 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2620512:2620768, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
19:05:10.847123 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2620768:2621024, ack 1, win 502, options [nop,nop,TS val 3493888966 ecr 2825818001], length 256
