r 2826250834], length 256
19:12:23.680285 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2531984:2532240, ack 1, win 502, options [nop,nop,TS val 3494321799 ecr 2826250834], length 256
19:12:23.759558 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593616:2593872, ack 1, win 502, options [nop,nop,TS val 3494321878 ecr 2826250913], length 256
19:12:23.759613 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2593872:2594128, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250913], length 256
19:12:23.759669 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594128:2594384, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250913], length 256
19:12:23.759711 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2593616, win 22, options [nop,nop,TS val 2826250914 ecr 3494321878], length 0
19:12:23.759780 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594384:2594800, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250914], length 416
19:12:23.759849 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2594800:2595056, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250914], length 256
19:12:23.759905 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595056:2595312, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250914], length 256
19:12:23.759964 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595312:2595568, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250914], length 256
19:12:23.760016 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595568:2595824, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250914], length 256
19:12:23.760071 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595824:2596080, ack 1, win 502, options [nop,nop,TS val 3494321879 ecr 2826250914], length 256
19:12:23.760086 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2595312, win 9, options [nop,nop,TS val 2826250914 ecr 3494321878], length 0
19:12:23.775135 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2595824:2596080, ack 1, win 502, options [nop,nop,TS val 3494321894 ecr 2826250914], length 256
19:12:23.775388 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2596080, win 3, options [nop,nop,TS val 2826250929 ecr 3494321879,nop,nop,sack 1 {2595824:2596080}], length 0
19:12:23.823621 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2596080, win 253, options [nop,nop,TS val 2826250978 ecr 3494321879], length 0
19:12:23.823672 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2596080:2597008, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 928
19:12:23.823854 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597008:2597424, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 416
19:12:23.823906 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597424:2597680, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.823951 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597680:2597936, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.823993 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2597936:2598192, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824036 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598192:2598448, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824063 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2597680, win 241, options [nop,nop,TS val 2826250978 ecr 3494321943], length 0
19:12:23.824105 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598448:2598864, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 416
19:12:23.824147 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2598864:2599120, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824190 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599120:2599376, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824230 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599376:2599632, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824270 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599632:2599888, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824312 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2599888:2600144, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824344 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2599376, win 228, options [nop,nop,TS val 2826250978 ecr 3494321943], length 0
19:12:23.824378 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2600144:2600560, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 416
19:12:23.824420 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2600560:2600816, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824460 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2600816:2601072, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824500 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601072:2601328, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824540 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601328:2601584, ack 1, win 502, options [nop,nop,TS val 3494321943 ecr 2826250978], length 256
19:12:23.824580 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601584:2601840, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250978], length 256
19:12:23.824620 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2601840:2602096, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250978], length 256
19:12:23.824663 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2601328, win 213, options [nop,nop,TS val 2826250979 ecr 3494321943], length 0
19:12:23.824674 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602096:2602352, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.824726 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602352:2602768, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 416
19:12:23.824765 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2602768:2603024, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.824804 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603024:2603280, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.824843 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603280:2603536, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.824881 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603536:2603792, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.824921 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2603792:2604048, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.824956 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2603024, win 200, options [nop,nop,TS val 2826250979 ecr 3494321943], length 0
19:12:23.824973 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604048:2604304, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825022 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604304:2604720, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 416
19:12:23.825061 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604720:2604976, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825106 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2604976:2605232, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825146 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2605232:2605488, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825197 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2604720, win 187, options [nop,nop,TS val 2826250979 ecr 3494321944], length 0
19:12:23.825229 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2605488:2605904, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 416
19:12:23.825270 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2605904:2606160, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825311 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606160:2606416, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825353 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606416:2606672, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825393 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606672:2606928, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825432 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2606928:2607184, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250979], length 256
19:12:23.825463 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2606416, win 174, options [nop,nop,TS val 2826250980 ecr 3494321944], length 0
19:12:23.825493 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607184:2607600, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250980], length 416
19:12:23.825534 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607600:2607856, ack 1, win 502, options [nop,nop,TS val 3494321944 ecr 2826250980], length 256
19:12:23.825575 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2607856:2608112, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825616 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608112:2608368, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825654 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608368:2608624, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825712 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608624:2608880, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825733 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2608112, win 161, options [nop,nop,TS val 2826250980 ecr 3494321944], length 0
19:12:23.825773 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2608880:2609296, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 416
19:12:23.825815 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609296:2609552, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825854 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609552:2609808, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825896 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2609808:2610064, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825935 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610064:2610320, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.825973 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610320:2610576, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826005 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2609808, win 148, options [nop,nop,TS val 2826250980 ecr 3494321945], length 0
19:12:23.826023 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610576:2610832, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826070 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2610832:2611248, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 416
19:12:23.826109 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2611248:2611504, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826147 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2611504:2611760, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826186 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2611760:2612016, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826226 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612016:2612272, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826262 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2611504, win 135, options [nop,nop,TS val 2826250980 ecr 3494321945], length 0
19:12:23.826275 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612272:2612528, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826323 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612528:2612944, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 416
19:12:23.826363 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2612944:2613200, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826401 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613200:2613456, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826439 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613456:2613712, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826489 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613712:2613968, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250980], length 256
19:12:23.826515 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2613200, win 122, options [nop,nop,TS val 2826250981 ecr 3494321945], length 0
19:12:23.826549 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2613968:2614384, ack 1, win 502, options [nop,nop,TS val 3494321945 ecr 2826250981], length 416
19:12:23.826589 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2614384:2614640, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826627 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2614640:2614896, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826668 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2614896:2615152, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826707 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615152:2615408, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826747 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615408:2615664, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826791 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2614896, win 109, options [nop,nop,TS val 2826250981 ecr 3494321945], length 0
19:12:23.826814 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615664:2615920, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826839 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2615920:2616144, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 224
19:12:23.826887 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2616144:2616592, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 448
19:12:23.826925 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2616592:2616848, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.826963 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2616848:2617104, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827002 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617104:2617360, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827040 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617360:2617616, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827093 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617616:2617872, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827134 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2617872:2618128, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827174 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618128:2618384, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827216 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618384:2618640, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827259 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618640:2618896, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827316 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2618896:2619152, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827386 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619152:2619408, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827433 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619408:2619664, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827472 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619664:2619920, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827515 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2619920:2620176, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827554 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2620176:2620432, ack 1, win 502, options [nop,nop,TS val 3494321946 ecr 2826250981], length 256
19:12:23.827595 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2620432:2620688, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250981], length 256
19:12:23.827620 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2617104, win 92, options [nop,nop,TS val 2826250982 ecr 3494321946], length 0
19:12:23.827635 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2619664, win 72, options [nop,nop,TS val 2826250982 ecr 3494321946], length 0
19:12:23.827677 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2620688:2621280, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 592
19:12:23.827719 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621280:2621536, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.827759 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621536:2621792, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.827813 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2621792:2622048, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.827852 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622048:2622304, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.827863 IP 162.243.190.66.60588 > lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh: Flags [.], ack 2621280, win 60, options [nop,nop,TS val 2826250982 ecr 3494321946], length 0
19:12:23.827909 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622304:2622720, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 416
19:12:23.827951 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622720:2622976, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.827992 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2622976:2623232, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828038 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2623232:2623488, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828080 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2623488:2623744, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
19:12:23.828121 IP lamp-ubuntu-s-1vcpu-1gb-tor1-01.ssh > 162.243.190.66.60588: Flags [P.], seq 2623744:2624000, ack 1, win 502, options [nop,nop,TS val 3494321947 ecr 2826250982], length 256
